"text","emotion","polarity","Date"
"breaking marco rubio has won the minnesota republican caucuses","neutral","positive",2016-03-09
"breaking marco rubio has won the minnesota republican caucuses","neutral","positive",2016-03-09
"breaking marco rubio has won the minnesota republican caucuses","neutral","positive",2016-03-09
"im confident marco rubio will be president one day maybe not this election but definitely in the future","neutral","positive",2016-03-09
"marco rubios election strategy

lose all the primaries gtgt president rubio

supertuesday","neutral","negative",2016-03-09
"marco rubio would be an awful president but if trump is nominated america will have crossed a line","fear","neutral",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"proud to do it time and time again until we win this election marco rubio for president","joy","neutral",2016-03-09
"proud to do it time and time again until we win this election marco rubio for president","joy","neutral",2016-03-09
"proud to do it time and time again until we win this election marco rubio for president","joy","neutral",2016-03-09
"proud to do it time and time again until we win this election marco rubio for president","joy","neutral",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"i just bought rubaeo marco rubio for presidentelection campaign political graphics","neutral","positive",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"this election is about the future thats why im endorsing marco rubio for president","neutral","negative",2016-03-09
"the solid republican president candidate without romney smearing is john kasichi do not like to use jesus to win election like cruz","joy","neutral",2016-03-08
"cruz 
trump 
rubio 
kasich 
 reporting in the kansas gop caucuses","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair   pict","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"gop presidential candidate john kasich says contested convention would be fair","neutral","positive",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"when will people realize that john kasich is the best candidate for president and will easily beat hillary in a general election","surprise","positive",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified","sadness","negative",2016-03-08
"i kinda feel bad for john kasich because he still thinks this election has anything to do with actually being qualified to be president","sadness","negative",2016-03-08
"video john kasich supertuesday election night speech","neutral","negative",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich","neutral","positive",2016-03-08
"texas primary poll
ted cruz 
donald trump 
marco rubio 
bye ben carsonjohn kasich 

cruzcrew tcot","neutral","positive",2016-03-08
"trump president john kasich could a good man on trump executive experience class good fit","anger","positive",2016-03-08
"john kasich will be potus trump will win the republican nom pick kasich as vp win the general election then kasich will be president","joy","negative",2016-03-08
"despite still being in the race for potus john kasich is the fave to be rep vp nominee","anger","negative",2016-03-08
"hillary clintons campaign has been reminded not to solicit votes near polling sites after president bill","joy","positive",2016-03-07
"hillary clintons campaign has been reminded not to solicit votes near polling sites after president bill","joy","positive",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"did bill clinton violate election rules by going into a polling location hillary clintons","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"hillary clintons campaign reminded about election laws after bill clinton greets votersmapoli","neutral","negative",2016-03-07
"warning clinton campaign do not use president obama as surrogate hes one of trumps greatest inadvertent allies","neutral","negative",2016-03-07
"warning clinton campaign do not use president obama as surrogate hes one of trumps greatest inadvertent allies","neutral","negative",2016-03-07
"hillary clinton is the one on the ticket but former president bill clintons presence is","neutral","positive",2016-03-07
"hillary clinton is the one on the ticket but former president bill clintons presence is","neutral","positive",2016-03-07
"hillary clinton is the one on the ticket but former president bill clintons presence is felt in his wifes","neutral","positive",2016-03-07
"pundits praise hillaryclinton on tv when they consulther campaignclinton trump sanders election president","neutral","positive",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"for better or worse trumps running a general election campaign against first woman president hillary clinton","neutral","negative",2016-03-07
"bernie sanders needs a new argument after supertuesday me foron why he should focus on donald trump","neutral","neutral",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"miami donald trump hillary clinton score big super tuesday primary wins","anger","positive",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"donald trump for presidenthillary clinton is trash","neutral","positive",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"rivals scramble as hillary clinton and donald trump get super tuesday boosts","sadness","neutral",2016-03-06
"donald trump for presidenthillary clinton is trash","neutral","positive",2016-03-06
"we recently spoke with the infamous author g edward griffin about donald trump vs hillary clinton check out","neutral","neutral",2016-03-06
"if you want hillary clinton in the wh vote donald trump as the gop candidate","neutral","positive",2016-03-06
"donald trump for presidenthillary clinton is trash","neutral","positive",2016-03-06
"will donald trump and hillary clintons leads hold live coverage of saturdays primaries and caucuses","joy","positive",2016-03-06
"poll hillary clinton bernie sanders both top trump","surprise","positive",2016-03-06
"rivals scramble as hillary clinton and donald trump get super tuesday boosts","sadness","neutral",2016-03-06
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-06
"so im really glad clinton is claiming the issue","joy","positive",2016-03-06
"it sickens me that america has bought into sensationalism so much that bernie sanders hillary clinton or donald trump could be president","neutral","positive",2016-03-06
"makedonalddrumpfagain 
hillary clinton impersonates donald trump","neutral","positive",2016-03-06
"if hillary clinton is our nominee donald trump will be president

kscaucus
laprimary
necaucus
feelthebern","neutral","positive",2016-03-06
"news update cruz wins kansas ahead in mainedonald trump and hillary clinton are aiming to widen their advan","neutral","positive",2016-03-06
"just saw a hillary clinton ad on facebook where she is asking for help to stop donald trump she wouldnt be doing this i","neutral","positive",2016-03-06
"just saw a hillary clinton ad on facebook where she is asking for help to stop donald trump she wouldnt be doing this i","neutral","positive",2016-03-06
"hillary to attack trump as a misogynistbill is a rapist and she has bullied and smeared his victims","fear","neutral",2016-03-06
"voters hit the polls as donald trump amp hillary clinton seek to extend their leads","neutral","positive",2016-03-06
"marco rubio said hed support donald j trump if he received the gop nomination because hillary clinton is a more","neutral","positive",2016-03-06
"wish the ticket tonight was holly holm vs hillary clinton and conormcgregor vs donald trump","neutral","positive",2016-03-06
"breaking bill clinton sucks at math feelthebern","neutral","positive",2016-03-06
"donald trump hillary clinton look to extend leads asmore states votehillaryclinton","neutral","positive",2016-03-06
"whether hillary clinton or donald trump takes the white house pragmatism is likely to be thehillaryclinton","neutral","positive",2016-03-06
"rivals scramble as hillary clinton and donald trump get super tuesday boosts","sadness","neutral",2016-03-06
"vote hillary clintonor donald trump will be our next presidentjust ask the jews","neutral","neutral",2016-03-06
"oh really and email security clinton cites security as top reason to defeat trumphtt","surprise","positive",2016-03-06
"my mom said that if it came down to hillary clinton and donald trump shes voting for trump","neutral","positive",2016-03-06
"just saw a hillary clinton ad on facebook where she is asking for help to stop donald trump she wouldnt be doing this i","neutral","positive",2016-03-06
"poor mikeditka he apparently has cte","sadness","negative",2016-03-06
"delegates at stake rhetoric uglier than ever now campaignis really heating up","neutral","negative",2016-03-06
"voters hit the polls as donald trump amp hillary clinton seek to extend their leads","neutral","positive",2016-03-06
"hillaryclinton will find it harder to crush donald trump than she thinks","joy","positive",2016-03-06
"donald trump hillary clinton look to extend leads asmore states vote jobs jobsearchwashington rep","neutral","positive",2016-03-06
"just saw a hillary clinton ad on facebook where she is asking for help to stop donald trump she wouldnt be doing this i","neutral","positive",2016-03-06
"just saw a hillary clinton ad on facebook where she is asking for help to stop donald trump she wouldnt be doing this i","neutral","positive",2016-03-06
"cnn pol cruz wins kansas ahead in mainedonald trump and hillary clinton are aiming to widen their advantag","neutral","positive",2016-03-06
"this campaign is not about bernie sanders hillary clinton or donald trump this campaign is about you","neutral","positive",2016-03-06
"there is no way in hell that ted cruz would draw enough votes to beat hillary clinton you sobs are putting the last nai","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"hillary clinton will destroy ted cruz","neutral","neutral",2016-03-05
"if ted cruz wins the gop nomination then hillary clinton will become the next president he has zero appeal amp is just a","neutral","positive",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"if ted cruz wins the gop nomination then hillary clinton will become the next president he has zero appeal amp is just a","neutral","positive",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"ted cruz claimed thatsentchecks to hillary clinton incnn just verified false aka lie gopdeba","neutral","neutral",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"cnn fact checked ted cruzs debate claim donald trump donated to hillary clintonverdict false","neutral","neutral",2016-03-05
"i would much rather see hillary clinton presidency than a ted cruz presidency cruzcrew","neutral","positive",2016-03-05
"after i cry for hours im going to laugh my fucking ass off that the best contrast to hillary clinton was glossed over for fucking ted cruz","neutral","negative",2016-03-05
"marco rubio and hillary clinton are both robots and ted cruz is the zodiac killer","neutral","negative",2016-03-05
"hillary clinton marco rubio amp ted cruz all share the same advisers amp work for the same lobbyist group
kycaucus","neutral","positive",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"if ted cruz wins the gop nomination then hillary clinton will become the next president he has zero appeal amp is just a","neutral","positive",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"if ted cruz wins the gop nomination then hillary clinton will become the next president he has zero appeal amp is just a","neutral","positive",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"ted cruz and hillary clinton are the same candidate stop voting for them","neutral","positive",2016-03-05
"when bernie sanders wins a race or hillary clinton or ted cruz or donald trump it is not even wa a significantof party voters","neutral","positive",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"says he will prosecute clinton hasever uttered those words 
goldman sachs gthillary gtted","neutral","neutral",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
"we need to get the word out tweet using losewithcruz to remind voters that ted cruz cannot beat hillary clinton retw","surprise","negative",2016-03-05
